rank,finalWorthInMillions,companyCategory,personName,age,city,source,countryOfCitizenship,selfMade,inherited,gender,birthDate
232,8600,Real Estate,Manuel Villar,73,Manila,Real estate,Philippines,True,Yes,M,1949-12-13 00:00:00
232,8600,Technology,Andreas von Bechtolsheim & family,67,Palo Alto,Google,Germany,True,No,M,1955-09-30 00:00:00
239,8500,Finance & Investments,"Chase Coleman, III.",47,New York,Investments,United States,True,No,M,1975-06-21 00:00:00
239,8500,Fashion & Retail,Ann Walton Kroenke,74,Electra,Walmart,United States,False,No,F,1948-12-18 00:00:00
239,8500,Manufacturing,Li Zhenguo & family,55,Xi'an,Solar wafers and modules,China,True,No,M,1968-01-01 00:00:00
242,8400,Media & Entertainment,Jim Kennedy,75,Atlanta,"Media, automotive",United States,False,Yes,M,1947-11-29 00:00:00
242,8400,Metals & Mining,Nicky Oppenheimer & family,77,Johannesburg,Diamonds,South Africa,False,No,M,1945-06-08 00:00:00
242,8400,Media & Entertainment,Blair Parry-Okeden,72,New South Wales,"Media, automotive",United States,False,Yes,F,1950-05-21 00:00:00
242,8400,Metals & Mining,Zheng Shuliang & family,77,Binzhou,Aluminum products,China,False,No,F,1946-01-01 00:00:00
246,8300,Fashion & Retail,John Morris,75,Springfield,Sporting goods retail,United States,True,Yes,M,1948-03-19 00:00:00
246,8300,Fashion & Retail,Stefano Pessina,81,Monte Carlo,Drugstores,Monaco,False,No,M,1941-06-04 00:00:00
246,8300,Finance & Investments,Francine von Finck & family,0,Thurgau,Investments,Germany,False,No,F,
249,8200,Real Estate,Francis Choi,75,Hong Kong,Real estate,Hong Kong,True,Yes,M,1947-09-18 00:00:00
249,8200,Energy,German Khan,61,Moscow,"Oil, banking, telecom",Russia,True,Yes,M,1961-10-24 00:00:00
249,8200,Diversified,Abdulsamad Rabiu,62,Lagos,"Cement, sugar",Nigeria,False,Yes,M,1960-08-04 00:00:00
249,8200,Finance & Investments,George Roberts,79,Atherton,Private equity,United States,True,Yes,M,1943-09-14 00:00:00
249,8200,Real Estate,Kushal Pal Singh,91,Delhi,Real estate,India,False,No,M,1931-08-15 00:00:00
249,8200,Real Estate,Wang Jianlin,68,Beijing,Real estate,China,True,No,M,1954-10-01 00:00:00
249,8200,Real Estate,Yang Huiyan & family,41,Foshan,Real estate,China,False,No,F,1981-09-27 00:00:00
256,8100,Diversified,Laurent Dassault,69,Paris,Diversified,France,False,No,M,1953-07-07 00:00:00
256,8100,Diversified,Thierry Dassault,66,Paris,Diversified,France,False,No,M,1957-03-26 00:00:00
256,8100,Food & Beverage,Tilman Fertitta,65,Houston,"Houston Rockets, entertainment",United States,True,Yes,M,1957-06-25 00:00:00
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,Paris,Diversified,France,False,No,F,1965-04-04 00:00:00
256,8100,Gambling & Casinos,Karel Komarek,54,Verbier,"Oil and gas, IT, lotteries",Czech Republic,True,Yes,M,1969-03-15 00:00:00
261,8000,Technology,Nathan Blecharczyk,39,San Francisco,Airbnb,United States,True,No,M,1983-06-11 00:00:00
261,8000,Energy,Leonid Fedun,66,Moscow,Oil,Russia,True,Yes,M,1956-04-05 00:00:00
261,8000,Fashion & Retail,Bernard Marcus,93,Atlanta,Home Depot,United States,True,No,M,1929-05-12 00:00:00
261,8000,Finance & Investments,Patrick Ryan,85,Winnetka,Insurance,United States,True,Unknown,M,1937-05-15 00:00:00
261,8000,Finance & Investments,Robert F. Smith,60,Austin,Private equity,United States,True,Yes,M,1962-12-01 00:00:00
261,8000,Metals & Mining,Pavel Tykac,58,Prague,Coal mines,Czech Republic,True,Yes,M,1964-05-15 00:00:00
261,8000,Finance & Investments,Eric Wittouck,76,,Investments,Belgium,False,No,M,1946-10-01 00:00:00
268,7900,Finance & Investments,Orlando Bravo,52,Miami Beach,Private equity,United States,True,Yes,M,1970-09-23 00:00:00
268,7900,Fashion & Retail,Ding Shizhong,52,Quanzhou,Sports apparel,China,True,Yes,M,1970-12-01 00:00:00
268,7900,Fashion & Retail,Nancy Walton Laurie,71,Henderson,Walmart,United States,False,No,F,1951-05-15 00:00:00
268,7900,Technology,Jay Y. Lee,54,Seoul,Samsung,South Korea,False,No,M,1968-06-23 00:00:00
268,7900,Finance & Investments,Ramzi Musallam,54,New York,Private equity,United States,True,Yes,M,1968-09-17 00:00:00
268,7900,Finance & Investments,David Shaw,72,New York,Hedge funds,United States,True,Yes,M,1951-03-29 00:00:00
268,7900,Metals & Mining,Andrei Skoch & family,57,Moscow,Metals and mining,Russia,True,Yes,M,1966-01-30 00:00:00
268,7900,Diversified,Georg Stumpf,50,Vienna,"Real estate, construction",Austria,True,Unknown,M,1972-09-14 00:00:00
276,7800,Telecom,Rocco Commisso,73,Saddle River,Telecom,United States,True,Yes,M,1949-11-25 00:00:00
276,7800,Manufacturing,Li Shuirong & family,66,Hangzhou,Petrochemicals,China,True,No,M,1956-07-01 00:00:00
276,7800,Manufacturing,Lin Shu-hong,94,Taipei,Petrochemicals,Taiwan,True,Yes,M,1928-08-01 00:00:00
276,7800,Technology,Qi Shi & family,53,Shanghai,Financial information,China,True,No,M,1970-01-03 00:00:00
276,7800,Manufacturing,Yao Liangsong,58,Guangzhou,Furniture,China,True,No,M,1964-08-01 00:00:00
276,7800,Fashion & Retail,Zhang Congyuan,75,Taoyuan,Shoes,Taiwan,True,No,M,1948-01-01 00:00:00
282,7700,Food & Beverage,Jean-Michel Besnier,55,Laval,Cheese,France,False,No,M,1967-06-05 00:00:00
282,7700,Food & Beverage,Marie Besnier Beauvalot,42,Laval,Cheese,France,False,No,F,1980-07-30 00:00:00
282,7700,Media & Entertainment,David Geffen,80,Beverly Hills,"Movies, record labels",United States,True,No,M,1943-02-21 00:00:00
282,7700,Technology,Robin Li,54,Beijing,Internet search,China,True,Yes,M,1968-11-17 00:00:00
282,7700,Service,Liu Yonghao & family,71,Chengdu,Agribusiness,China,True,No,M,1951-09-01 00:00:00
282,7700,Technology,Henry Samueli,68,Newport Beach,Semiconductors,United States,True,Yes,M,1954-09-20 00:00:00
282,7700,Healthcare,Reinhold Schmieding,68,Naples,Medical devices,United States,True,Yes,M,1955-01-03 00:00:00
282,7700,Real Estate,Ivar Tollefsen,61,Oslo,Real estate,Norway,True,Yes,M,1961-06-23 00:00:00
290,7600,Energy,Cao Renxian,54,Hefei,Photovoltaic equipment,China,True,No,M,1968-07-24 00:00:00
290,7600,Healthcare,Hasmukh Chudgar & family,89,Ahmedabad,Pharmaceuticals,India,True,Yes,M,1933-09-19 00:00:00
290,7600,Manufacturing,Andrew Currie,67,London,Chemicals,United Kingdom,True,Yes,M,1955-12-04 00:00:00
290,7600,Technology,Joe Gebbia,41,Austin,Airbnb,United States,True,No,M,1981-08-21 00:00:00
290,7600,Real Estate,Philip Ng,64,Singapore,Real Estate,Singapore,False,Yes,M,1959-01-01 00:00:00
290,7600,Manufacturing,John Reece,66,London,Chemicals,United Kingdom,True,Yes,M,1957-03-07 00:00:00
290,7600,Real Estate,Leonard Stern,85,New York,Real estate,United States,False,Yes,M,1938-03-28 00:00:00
290,7600,Technology,Joseph Tsai,59,Hong Kong,E-commerce,Canada,True,No,M,1964-01-19 00:00:00
290,7600,Healthcare,Zhong Huijuan,62,Shanghai,Pharmaceuticals,China,True,No,F,1961-01-01 00:00:00
299,7500,Sports,Arthur Blank,80,Atlanta,Home Depot,United States,True,Yes,M,1942-09-27 00:00:00
299,7500,Fashion & Retail,Charles Butt,85,San Antonio,Supermarkets,United States,False,Unknown,M,1938-02-03 00:00:00
299,7500,Fashion & Retail,Ding Shijia,59,Quanzhou,Sports apparel,China,True,No,M,1964-01-01 00:00:00
299,7500,Finance & Investments,"Paul Tudor Jones, II.",68,Palm Beach,Hedge funds,United States,True,Yes,M,1954-09-28 00:00:00
299,7500,Finance & Investments,Henry Kravis,79,New York,Private equity,United States,True,No,M,1944-01-06 00:00:00
299,7500,Food & Beverage,Zhang Yong,52,Singapore,Restaurants,Singapore,True,Yes,M,1970-07-01 00:00:00
305,7400,Technology,James Goodnight,80,Cary,Software,United States,True,Yes,M,1943-01-06 04:00:00
305,7400,Manufacturing,Sri Prakash Lohia,70,London,Petrochemicals,Indonesia,False,Yes,M,1952-08-11 00:00:00
305,7400,Fashion & Retail,Ma Jianrong,59,Ningbo,"Textiles, apparel",China,True,No,M,1964-01-01 00:00:00
305,7400,Real Estate,Robert Ng,71,Singapore,Real estate,Singapore,False,Yes,M,1952-01-01 00:00:00
305,7400,Manufacturing,Steven Rales,72,Santa Barbara,"Manufacturing, investments",United States,True,No,M,1951-03-31 00:00:00
305,7400,Construction & Engineering,Nassef Sawiris,62,Cairo,"Construction, investments",Egypt,False,No,M,1961-01-19 00:00:00
305,7400,Food & Beverage,Harry Stine,81,Adel,Agriculture,United States,True,Yes,M,1941-11-30 00:00:00
312,7300,Manufacturing,Benu Gopal Bangur,91,Kolkata,Cement,India,False,Yes,M,1931-06-01 00:00:00
312,7300,Metals & Mining,Iskander Makhmudov,59,Moscow,"Mining, metals, machinery",Russia,True,Yes,M,1963-12-05 00:00:00
312,7300,Fashion & Retail,Anders Holch Povlsen,50,Aarhus,Fashion retail,Denmark,False,No,M,1972-11-04 00:00:00
312,7300,Logistics,Enrique Razon Jr.,63,Manila,Ports,Philippines,False,Yes,M,1960-03-03 00:00:00
312,7300,Technology,Wang Laichun,55,Shenzhen,Electronics components,Hong Kong,True,No,F,1967-06-03 00:00:00
317,7200,Finance & Investments,Arthur Dantchik,65,Gladwyne,"Trading, investments",United States,True,Unknown,M,1957-11-25 00:00:00
317,7200,Technology,Terry Gou,72,Taipei,Electronics,Taiwan,True,Yes,M,1950-10-18 00:00:00
317,7200,Real Estate,Jeff Greene,68,Palm Beach,"Real estate, investments",United States,True,Yes,M,1954-12-10 00:00:00
317,7200,Finance & Investments,Don Hankey,79,Malibu,Auto loans,United States,True,Yes,M,1943-06-13 00:00:00
317,7200,Energy,Richard Kinder,78,Houston,Pipelines,United States,True,No,M,1944-10-19 00:00:00
317,7200,Finance & Investments,Guillaume Pousaz,41,Dubai,Fintech,Switzerland,True,No,M,1981-08-15 00:00:00
317,7200,Fashion & Retail,Takahisa Takahara,61,Tokyo,Personal care goods,Japan,False,Yes,M,1961-07-12 00:00:00
317,7200,Food & Beverage,Zong Qinghou,77,Hangzhou,Beverages,China,True,No,M,1945-10-01 00:00:00
325,7100,Technology,Judy Faulkner,79,Madison,Healthcare software,United States,True,Yes,F,1943-08-01 00:00:00
325,7100,Gambling & Casinos,Johann Graf,76,Vienna,Gambling,Austria,True,Yes,M,1947-01-03 00:00:00
325,7100,Service,Tamara Gustavson,61,Lexington,Self storage,United States,False,No,F,1961-11-16 00:00:00
325,7100,Manufacturing,Liang Wengen,66,Changsha,Construction equipment,China,True,No,M,1956-12-14 00:00:00
325,7100,Healthcare,Frederik Paulsen,72,Lausanne,Health care,Sweden,False,No,M,1950-10-30 00:00:00
325,7100,Finance & Investments,Wee Cho Yaw,94,Singapore,Banking,Singapore,False,No,M,1929-01-10 00:00:00
325,7100,Manufacturing,Zhang Hejun,71,Ningbo,Electronics,China,True,Yes,M,1952-01-01 00:00:00
332,7000,Technology,Marc Benioff,58,San Francisco,Business software,United States,True,No,M,1964-09-25 00:00:00
332,7000,Media & Entertainment,Dmitri Bukhman,37,London,Online games,Israel,True,No,M,1985-05-27 00:00:00
332,7000,Media & Entertainment,Igor Bukhman,41,London,Online games,Israel,True,No,M,1982-03-29 00:00:00
332,7000,Technology,Jack Dangermond,77,Redlands,Mapping software,United States,True,Yes,M,1945-07-23 00:00:00
332,7000,Manufacturing,Ashwin Dani & family,80,Mumbai,Paints,India,False,No,M,1942-10-24 00:00:00
332,7000,Fashion & Retail,Ralph Lauren,83,New York,Apparel,United States,True,Yes,M,1939-10-14 00:00:00
332,7000,Real Estate,Law Kar Po,74,Hong Kong,Real estate,Hong Kong,False,Yes,M,1948-08-02 00:00:00
332,7000,Diversified,Rohiqa Cyrus Mistry,55,Mumbai,Diversified,India,False,Unknown,F,1967-06-06 00:00:00
332,7000,Diversified,Shapoor Mistry,58,Mumbai,Diversified,Ireland,False,Unknown,M,1964-09-06 00:00:00
332,7000,Food & Beverage,J. Christopher Reyes,69,Hobe Sound,Food distribution,United States,True,No,M,1953-12-29 00:00:00
332,7000,Food & Beverage,Jude Reyes,67,Palm Beach,Food distribution,United States,True,No,M,1955-09-16 00:00:00
332,7000,Food & Beverage,Don Vultaggio & family,71,Port Washington,Beverages,United States,True,Yes,M,1952-02-26 00:00:00
344,6900,Diversified,Alejandro Bailleres Gual & family,62,,Diversified,Mexico,False,Yes,M,1961-01-01 00:00:00
344,6900,Diversified,Edythe Broad & family,87,Los Angeles,"Homebuilding, insurance",United States,False,Unknown,F,1936-01-01 00:00:00
344,6900,Food & Beverage,Pauline MacMillan Keinath,89,St. Louis,Cargill,United States,False,No,F,1934-01-01 00:00:00
344,6900,Finance & Investments,Philippe Laffont,55,New York,Hedge fund,United States,True,Yes,M,1967-09-16 00:00:00
344,6900,Technology,Liu Jincheng & family,58,Huizhou,Lithium batteries,China,True,No,M,1964-09-22 00:00:00
344,6900,Real Estate,Igor Olenicoff,80,Lighthouse Point,Real estate,United States,True,Yes,M,1942-09-20 00:00:00
344,6900,Fashion & Retail,Sandra Ortega Mera,54,La Coruna,Zara,Spain,False,Yes,F,1968-07-09 00:00:00
344,6900,Healthcare,Ronda Stryker,68,Portage,Medical equipment,United States,False,Yes,F,1954-05-01 00:00:00
352,6800,Energy,Dannine Avara,59,Houston,Pipelines,United States,False,Yes,F,1964-03-09 00:00:00
352,6800,Diversified,Silvio Berlusconi & family,86,Milan,Media,Italy,True,No,M,1936-09-29 00:00:00
352,6800,Gambling & Casinos,Denise Coates,55,Stoke-on-Trent,Online gambling,United Kingdom,True,Yes,F,1967-09-26 00:00:00
352,6800,Energy,Scott Duncan,40,Houston,Pipelines,United States,False,Yes,M,1982-11-01 00:00:00
352,6800,Energy,Milane Frantz,53,Houston,Pipelines,United States,False,Yes,F,1969-08-12 00:00:00
352,6800,Finance & Investments,"Edward Johnson, IV.",58,Boston,Fidelity,United States,False,Yes,M,1964-11-18 00:00:00
352,6800,Finance & Investments,Yuri Milner,61,Los Altos,Tech investments,Israel,True,No,M,1961-11-11 00:00:00
352,6800,Technology,Gordon Moore,94,Woodside,Intel,United States,True,No,M,1929-01-03 00:00:00
352,6800,Finance & Investments,John Overdeck,53,Millburn,Hedge funds,United States,True,Yes,M,1969-12-21 00:00:00
352,6800,Finance & Investments,David Siegel,61,Scarsdale,Hedge funds,United States,True,Yes,M,1961-07-15 00:00:00
352,6800,Diversified,Viktor Vekselberg,65,Moscow,"Metals, investments",Russia,True,Yes,M,1957-04-14 00:00:00
352,6800,Technology,Wang Laisheng,58,Shenzhen,Electronics components,Hong Kong,True,No,M,1964-12-14 00:00:00
352,6800,Energy,Randa Duncan Williams,61,Houston,Pipelines,United States,False,Yes,F,1961-08-28 00:00:00
365,6700,Finance & Investments,Ken Fisher,72,Dallas,Money management,United States,True,Yes,M,1950-11-29 00:00:00
365,6700,Finance & Investments,Christopher Hohn,56,London,Hedge funds,United Kingdom,True,No,M,1966-10-27 00:00:00
365,6700,Manufacturing,Kjeld Kirk Kristiansen,75,Billund,Lego,Denmark,False,No,M,1947-12-27 00:00:00
365,6700,Manufacturing,Sofie Kirk Kristiansen,47,Billund,Lego,Denmark,False,No,F,1976-01-01 00:00:00
365,6700,Manufacturing,Thomas Kirk Kristiansen,44,Billund,Lego,Denmark,False,No,M,1979-01-01 00:00:00
365,6700,Healthcare,Massimiliana Landini Aleotti & family,80,Fiesole,Pharmaceuticals,Italy,False,Yes,F,1943-01-01 00:00:00
365,6700,Automotive,Li Ping,55,Ningde,Batteries,Hong Kong,True,No,M,1968-01-01 00:00:00
365,6700,Manufacturing,Lin Jianhua,60,Hangzhou,Solar panel components,China,True,Yes,M,1962-08-01 00:00:00
365,6700,Manufacturing,Magdalena Martullo-Blocher,54,Feldmeilen,Chemicals,Switzerland,False,No,F,1969-01-01 00:00:00
365,6700,Telecom,Xavier Niel,55,Paris,"Internet, telecom",France,True,No,M,1967-08-25 00:00:00
365,6700,Energy,Terrence Pegula,72,Boca Raton,Natural gas,United States,True,Yes,M,1951-03-27 00:00:00
365,6700,Real Estate,"Edward Roski, Jr.",84,Los Angeles,Real estate,United States,False,Yes,M,1938-12-25 00:00:00
365,6700,Real Estate,John A. Sobrato & family,83,Atherton,Real estate,United States,True,Yes,M,1939-05-23 00:00:00
365,6700,Finance & Investments,George Soros,92,Katonah,Hedge funds,United States,True,No,M,1930-08-12 00:00:00
365,6700,Technology,David Sun,71,Irvine,Computer hardware,United States,True,Yes,M,1951-10-12 00:00:00
365,6700,Manufacturing,Agnete Kirk Thinggaard,39,Billund,Lego,Denmark,False,No,F,1983-05-18 00:00:00
365,6700,Technology,John Tu,81,Rolling Hills,Computer hardware,United States,True,Yes,M,1941-08-12 00:00:00
365,6700,Food & Beverage,Xu Shihui,65,Quanzhou,"Snacks, beverages",China,True,No,M,1958-01-01 00:00:00
383,6600,Manufacturing,Rahel Blocher,47,Wilen bei Wollerau,Chemicals,Switzerland,False,No,F,1976-01-01 00:00:00
383,6600,Food & Beverage,Bubba Cathy,68,Atlanta,Chick-fil-A,United States,False,Yes,M,1954-04-22 00:00:00
383,6600,Food & Beverage,Dan Cathy,70,Atlanta,Chick-fil-A,United States,False,Yes,M,1953-03-01 00:00:00
383,6600,Food & Beverage,Trudy Cathy White,67,Hampton,Chick-fil-A,United States,False,Yes,F,1955-12-17 00:00:00
383,6600,Finance & Investments,Bruce Kovner,78,New York,Hedge funds,United States,True,Yes,M,1945-02-25 00:00:00
383,6600,Technology,"Henry Nicholas, III.",63,Newport Coast,Semiconductors,United States,True,Yes,M,1959-10-08 00:00:00
383,6600,Finance & Investments,Nadia Thiele,47,Munich,Investments,Germany,False,Yes,F,1976-01-07 00:00:00
390,6500,Finance & Investments,David Bonderman,80,Fort Worth,Private equity,United States,True,Yes,M,1942-11-27 00:00:00
390,6500,Technology,Melinda French Gates,58,Medina,Microsoft,United States,False,Yes,F,1964-08-15 00:00:00
390,6500,Fashion & Retail,Nathan Kirsh,91,Ezulwini,"Retail, real estate",Eswatini (Swaziland),True,Yes,M,1932-01-06 00:00:00
390,6500,Real Estate,Annette Lerner & family,93,Chevy Chase,Real estate,United States,False,Unknown,F,1930-02-27 00:00:00
390,6500,Real Estate,David Reuben,84,London,"Investments, real estate",United Kingdom,True,No,M,1938-09-01 00:00:00
390,6500,Diversified,Simon Reuben,81,Monaco,"Real estate, investments",United Kingdom,True,No,M,1941-05-01 00:00:00
390,6500,Real Estate,Radovan Vitek,51,Crans Montana,Real estate,Czech Republic,True,Yes,M,1971-04-22 00:00:00
397,6400,Finance & Investments,Carl Bennet,71,Gothenberg,Investments,Sweden,True,No,M,1951-08-19 00:00:00
397,6400,Sports,Stephen Bisciotti,62,Hobe Sound,"Staffing, Baltimore Ravens",United States,True,Yes,M,1960-04-10 00:00:00
397,6400,Finance & Investments,Stanley Druckenmiller,69,New York,Hedge funds,United States,True,No,M,1953-06-14 00:00:00
397,6400,Healthcare,Jian Jun,59,Beijing,Biomedical products,China,True,Yes,F,1963-11-01 00:00:00
397,6400,Energy,Alexei Kuzmichev,60,Paris,"Oil, banking, telecom",Russia,True,Yes,M,1962-10-15 00:00:00
397,6400,Manufacturing,Dmitry Rybolovlev & family,56,Monaco,Fertilizer,Russia,True,No,M,1966-11-22 00:00:00
397,6400,Finance & Investments,Luis Carlos Sarmiento,90,Bogota,Banking,Colombia,True,No,M,1933-01-27 00:00:00
397,6400,Logistics,Dennis Washington,88,Missoula,"Construction, mining",United States,True,No,M,1934-07-27 00:00:00
405,6300,Construction & Engineering,Anthony Bamford & family,77,Gloucestershire,Construction equipment,United Kingdom,False,Yes,M,1945-10-23 00:00:00
405,6300,Energy,Gao Jifan & family,58,Changzhou,Solar equipment,China,True,No,M,1965-01-01 00:00:00
405,6300,Finance & Investments,John Grayken,66,London,Private equity,Ireland,True,No,M,1956-06-01 00:00:00
405,6300,Healthcare,Alain Merieux & family,85,Lyon,Pharmaceuticals,France,False,No,M,1938-01-01 00:00:00
405,6300,Energy,Wang Yusuo & family,59,Langfang,Natural gas distribution,China,True,Yes,M,1964-03-11 00:00:00
405,6300,Manufacturing,Stef Wertheimer & family,96,Tel Aviv,Metalworking tools,Israel,True,Yes,M,1926-07-16 00:00:00
411,6200,Food & Beverage,Maria Asuncion Aramburuzabala & family,59,Mexico City,"Beer, investments",Mexico,False,Unknown,F,1963-05-02 00:00:00
411,6200,Diversified,Gustaf Douglas,85,Stockholm,Investments,Sweden,True,No,M,1938-03-03 00:00:00
411,6200,Service,Frits Goldschmeding,89,Amsterdam,Temp agency,Netherlands,True,Yes,M,1933-08-02 00:00:00
411,6200,Food & Beverage,Lin Muqin & family,59,Shenzhen,Beverages,China,True,Yes,M,1964-01-01 00:00:00
411,6200,Manufacturing,Ruan Liping,59,Ningbo,Power strips,Hong Kong,True,Yes,M,1964-01-01 00:00:00
411,6200,Manufacturing,Ruan Xueping,51,Ningbo,Power strip,Hong Kong,True,Yes,M,1972-01-01 00:00:00
411,6200,Finance & Investments,Michal Solowow,60,Kielce,Investments,Poland,True,Unknown,M,1962-07-11 00:00:00
418,6100,Diversified,Mike Adenuga,69,Lagos,"Telecom, oil",Nigeria,True,No,M,1953-04-29 00:00:00
418,6100,Finance & Investments,Tom Gores,58,Beverly Hills,Private equity,United States,True,Yes,M,1964-07-31 00:00:00
418,6100,Fashion & Retail,Michael Herz,79,Hamburg,Coffee,Germany,False,Yes,M,1943-09-28 00:00:00
